Airport ID,City,Country,IATA,ICAO,Latitude,Longitude,Altitude,Timezone,DST,TZ database timezone,Type,Source
Tokat Airport,Tokat,Turkey,TJK,LTAW,40.307430267333984,36.367408752441406,1831,3,E,Europe/Istanbul,airport,OurAirports
Çardak Airport,Denizli,Turkey,DNZ,LTAY,37.7855987549,29.7012996674,2795,3,E,Europe/Istanbul,airport,OurAirports
Atatürk International Airport,Istanbul,Turkey,ISL,LTBA,40.976898,28.8146,163,3,E,Europe/Istanbul,airport,OurAirports
Balıkesir Merkez Airport,Balikesir,Turkey,BZI,LTBF,39.61930084228516,27.926000595092773,340,3,E,Europe/Istanbul,airport,OurAirports
Bandırma Airport,Bandirma,Turkey,BDM,LTBG,40.31800079345703,27.97769927978516,170,3,E,Europe/Istanbul,airport,OurAirports
Eskişehir Air Base,Eskisehir,Turkey,ESK,LTBI,39.7840995789,30.5820999146,2581,3,E,Europe/Istanbul,airport,OurAirports
Adnan Menderes International Airport,Izmir,Turkey,ADB,LTBJ,38.2924003601,27.156999588,412,3,E,Europe/Istanbul,airport,OurAirports
Çiğli Airport,Izmir,Turkey,IGL,LTBL,38.5130004883,27.010099411,16,3,E,Europe/Istanbul,airport,OurAirports
Cengiz Topel Airport,Topel,Turkey,KCO,LTBQ,40.73500061035156,30.08329963684082,182,3,E,Europe/Istanbul,airport,OurAirports
Dalaman International Airport,Dalaman,Turkey,DLM,LTBS,36.7131004333,28.7924995422,20,3,E,Europe/Istanbul,airport,OurAirports
Imsık Airport,Bodrum,Turkey,BXN,LTBV,37.140098571777344,27.669700622558597,202,3,E,Europe/Istanbul,airport,OurAirports
Elazığ Airport,Elazig,Turkey,EZS,LTCA,38.6068992615,39.2914009094,2927,3,E,Europe/Istanbul,airport,OurAirports
Diyarbakir Airport,Diyabakir,Turkey,DIY,LTCC,37.893901825,40.2010002136,2251,3,E,Europe/Istanbul,airport,OurAirports
Erzincan Airport,Erzincan,Turkey,ERC,LTCD,39.7102012634,39.5270004272,3783,3,E,Europe/Istanbul,airport,OurAirports
Erzurum International Airport,Erzurum,Turkey,ERZ,LTCE,39.9565010071,41.17020034789999,5763,3,E,Europe/Istanbul,airport,OurAirports
Trabzon International Airport,Trabzon,Turkey,TZX,LTCG,40.99509811401367,39.78969955444336,104,3,E,Europe/Istanbul,airport,OurAirports
Van Ferit Melen Airport,Van,Turkey,VAN,LTCI,38.46820068359375,43.332298278808594,5480,3,E,Europe/Istanbul,airport,OurAirports
Batman Airport,Batman,Turkey,BAL,LTCJ,37.9290008545,41.1166000366,1822,3,E,Europe/Istanbul,airport,OurAirports
Siirt Airport,Siirt,Turkey,SXZ,LTCL,37.97890090942383,41.84040069580078,2001,3,E,Europe/Istanbul,airport,OurAirports
Bălți International Airport,Saltsy,Moldova,BZY,LUBL,47.843056,27.777222,758,2,E,Europe/Chisinau,airport,OurAirports
Chişinău International Airport,Chisinau,Moldova,KIV,LUKK,46.92770004272461,28.93099975585937,399,2,E,Europe/Chisinau,airport,OurAirports
Ohrid St. Paul the Apostle Airport,Ohrid,Macedonia,OHD,LWOH,41.18,20.7423,2313,1,E,Europe/Skopje,airport,OurAirports
Skopje Alexander the Great Airport,Skopje,Macedonia,SKP,LWSK,41.961601,21.621401,781,1,E,Europe/Skopje,airport,OurAirports
Gibraltar Airport,Gibraltar,Gibraltar,GIB,LXGB,36.1511993408,-5.3496599197400005,15,1,N,Europe/Gibraltar,airport,OurAirports
Belgrade Nikola Tesla Airport,Belgrade,Serbia,BEG,LYBE,44.8184013367,20.3090991974,335,1,E,Europe/Belgrade,airport,OurAirports
Nis Airport,Nis,Serbia,INI,LYNI,43.337299,21.853701,648,1,E,Europe/Belgrade,airport,OurAirports
Podgorica Airport,Podgorica,Montenegro,TGD,LYPG,42.359402,19.2519,141,1,E,Europe/Podgorica,airport,OurAirports
Priština International Airport,Pristina,Serbia,PRN,BKPR,42.5728,21.035801,1789,1,E,Europe/Belgrade,airport,OurAirports
Tivat Airport,Tivat,Montenegro,TIV,LYTV,42.40470123291016,18.72330093383789,20,1,E,Europe/Podgorica,airport,OurAirports
M. R. Štefánik Airport,Bratislava,Slovakia,BTS,LZIB,48.17020034790039,17.21269989013672,436,1,E,Europe/Bratislava,airport,OurAirports
Košice Airport,Kosice,Slovakia,KSC,LZKZ,48.66310119628906,21.241100311279297,755,1,E,Europe/Bratislava,airport,OurAirports
Piešťany Airport,Piestany,Slovakia,PZY,LZPP,48.62519836425781,17.828399658203125,545,1,E,Europe/Bratislava,airport,OurAirports
Sliač Airport,Sliac,Slovakia,SLD,LZSL,48.63779830932617,19.13409996032715,1043,1,E,Europe/Bratislava,airport,OurAirports
Poprad-Tatry Airport,Poprad,Slovakia,TAT,LZTT,49.073600769,20.2411003113,2356,1,E,Europe/Bratislava,airport,OurAirports
North Caicos Airport,North Caicos,Turks and Caicos Islands,NCA,MBNC,21.9175,-71.939598,10,-4,U,America/Grand_Turk,airport,OurAirports
Providenciales Airport,Providenciales,Turks and Caicos Islands,PLS,MBPV,21.77359962463379,-72.26589965820312,15,-4,U,America/Grand_Turk,airport,OurAirports
South Caicos Airport,South Caicos,Turks and Caicos Islands,XSC,MBSC,21.5156993866,-71.528503418,6,-4,U,America/Grand_Turk,airport,OurAirports
Maria Montez International Airport,Barahona,Dominican Republic,BRX,MDBH,18.25149917602539,-71.12039947509766,10,-4,U,America/Santo_Domingo,airport,OurAirports
Cabo Rojo Airport,Cabo Rojo,Dominican Republic,CBJ,MDCR,17.929000854492188,-71.6447982788086,262,-4,U,America/Santo_Domingo,airport,OurAirports
Casa De Campo International Airport,La Romana,Dominican Republic,LRM,MDLR,18.45070075988769,-68.91179656982422,240,-4,U,America/Santo_Domingo,airport,OurAirports
Punta Cana International Airport,Punta Cana,Dominican Republic,PUJ,MDPC,18.5673999786,-68.36340332030001,47,-4,U,America/Santo_Domingo,airport,OurAirports
Gregorio Luperon International Airport,Puerto Plata,Dominican Republic,POP,MDPP,19.75790023803711,-70.56999969482422,15,-4,U,America/Santo_Domingo,airport,OurAirports
Las Américas International Airport,Santo Domingo,Dominican Republic,SDQ,MDSD,18.42970085144,-69.668899536133,59,-4,U,America/Santo_Domingo,airport,OurAirports
Cibao International Airport,Santiago,Dominican Republic,STI,MDST,19.406099319458008,-70.60469818115234,565,-4,U,America/Santo_Domingo,airport,OurAirports
Coban Airport,Coban,Guatemala,CBV,MGCB,15.468999862670898,-90.40670013427734,4339,-6,U,America/Guatemala,airport,OurAirports
La Aurora Airport,Guatemala City,Guatemala,GUA,MGGT,14.5833,-90.527496,4952,-6,U,America/Guatemala,airport,OurAirports
Retalhuleu Airport,Retalhuleu,Guatemala,RER,MGRT,14.520999908447266,-91.69730377197266,656,-6,U,America/Guatemala,airport,OurAirports
San José Airport,San Jose,Guatemala,GSJ,MGSJ,13.9362001419,-90.8358001709,29,-6,U,America/Guatemala,airport,OurAirports
Goloson International Airport,La Ceiba,Honduras,LCE,MHLC,15.7425,-86.852997,39,-6,U,America/Tegucigalpa,airport,OurAirports
Ramón Villeda Morales International Airport,San Pedro Sula,Honduras,SAP,MHLM,15.4526,-87.923599,91,-6,U,America/Tegucigalpa,airport,OurAirports
La Laguna Airport,Guanaja,Honduras,GJA,MHNJ,16.4454,-85.906601,49,-6,U,America/Tegucigalpa,airport,OurAirports
Juan Manuel Galvez International Airport,Roatan,Honduras,RTB,MHRO,16.316799,-86.523003,39,-6,U,America/Tegucigalpa,airport,OurAirports
Tela Airport,Tela,Honduras,TEA,MHTE,15.7759,-87.4758,7,-6,U,America/Tegucigalpa,airport,OurAirports
Toncontín International Airport,Tegucigalpa,Honduras,TGU,MHTG,14.06089973449707,-87.21720123291016,3294,-6,U,America/Tegucigalpa,airport,OurAirports
Trujillo Airport,Trujillo,Honduras,TJI,MHTJ,15.9268,-85.938202,3,-6,U,America/Tegucigalpa,airport,OurAirports
Boscobel Aerodrome,Ocho Rios,Jamaica,OCJ,MKBS,18.404199600219727,-76.96900177001953,90,-5,U,America/Jamaica,airport,OurAirports
Norman Manley International Airport,Kingston,Jamaica,KIN,MKJP,17.935699462890625,-76.7874984741211,10,-5,U,America/Jamaica,airport,OurAirports
Sangster International Airport,Montego Bay,Jamaica,MBJ,MKJS,18.503700256347656,-77.91339874267578,4,-5,U,America/Jamaica,airport,OurAirports
Ken Jones Airport,Port Antonio,Jamaica,POT,MKKJ,18.1987991333,-76.53450012210001,20,-5,U,America/Jamaica,airport,OurAirports
Tinson Pen Airport,Kingston,Jamaica,KTP,MKTP,17.98859977722168,-76.82379913330078,16,-5,U,America/Jamaica,airport,OurAirports
General Juan N Alvarez International Airport,Acapulco,Mexico,ACA,MMAA,16.757099151611328,-99.75399780273438,16,-6,S,America/Mexico_City,airport,OurAirports
Del Norte International Airport,Monterrey,Mexico,NTR,MMAN,25.865601,-100.237,1476,-6,S,America/Mexico_City,airport,OurAirports
Jesús Terán Paredo International Airport,Aguascalientes,Mexico,AGU,MMAS,21.705601,-102.318001,6112,-6,S,America/Mexico_City,airport,OurAirports
Bahías de Huatulco International Airport,Huatulco,Mexico,HUX,MMBT,15.7753,-96.262604,464,-6,S,America/Mexico_City,airport,OurAirports
General Mariano Matamoros Airport,Cuernavaca,Mexico,CVJ,MMCB,18.834800720214844,-99.26129913330078,4277,-6,S,America/Mexico_City,airport,OurAirports
Ciudad Acuña New International Airport,Ciudad Acuna,Mexico,ACN,MMCC,29.332899,-101.098998,1410,-6,S,America/Mexico_City,airport,OurAirports
Ciudad del Carmen International Airport,Ciudad Del Carmen,Mexico,CME,MMCE,18.65369987487793,-91.79900360107422,10,-6,S,America/Mexico_City,airport,OurAirports
Nuevo Casas Grandes Airport,Nuevo Casas Grandes,Mexico,NCG,MMCG,30.3974,-107.875,4850,-7,S,America/Mazatlan,airport,OurAirports
Bachigualato Federal International Airport,Culiacan,Mexico,CUL,MMCL,24.7644996643,-107.474998474,108,-7,S,America/Mazatlan,airport,OurAirports
Chetumal International Airport,Chetumal,Mexico,CTM,MMCM,18.50469970703125,-88.32679748535156,39,-5,S,America/Cancun,airport,OurAirports
Ciudad Obregón International Airport,Ciudad Obregon,Mexico,CEN,MMCN,27.39259910583496,-109.83300018310548,243,-7,S,America/Hermosillo,airport,OurAirports
Ingeniero Alberto Acuña Ongay International Airport,Campeche,Mexico,CPE,MMCP,19.816799163800003,-90.5002975464,34,-6,S,America/Mexico_City,airport,OurAirports
Abraham González International Airport,Ciudad Juarez,Mexico,CJS,MMCS,31.63610076904297,-106.4290008544922,3904,-7,S,America/Mazatlan,airport,OurAirports
General Roberto Fierro Villalobos International Airport,Chihuahua,Mexico,CUU,MMCU,28.702899932900003,-105.964996338,4462,-7,S,America/Mazatlan,airport,OurAirports
General Pedro Jose Mendez International Airport,Ciudad Victoria,Mexico,CVM,MMCV,23.7033004761,-98.9564971924,761,-6,S,America/Mexico_City,airport,OurAirports
Cozumel International Airport,Cozumel,Mexico,CZM,MMCZ,20.52239990234375,-86.92559814453125,15,-5,S,America/Cancun,airport,OurAirports
General Guadalupe Victoria International Airport,Durango,Mexico,DGO,MMDO,24.1242008209,-104.527999878,6104,-6,S,America/Mexico_City,airport,OurAirports
Amado Nervo National Airport,Tepic,Mexico,TPQ,MMEP,21.4195,-104.843002,3020,-7,S,America/Mazatlan,airport,OurAirports
Ensenada International Airport,Ensenada,Mexico,ESE,MMES,31.7953,-116.602997,66,-8,S,America/Tijuana,airport,OurAirports
Don Miguel Hidalgo Y Costilla International Airport,Guadalajara,Mexico,GDL,MMGL,20.52179908752441,-103.31099700927734,5016,-6,S,America/Mexico_City,airport,OurAirports
General José María Yáñez International Airport,Guaymas,Mexico,GYM,MMGM,27.9689998626709,-110.9250030517578,59,-7,S,America/Hermosillo,airport,OurAirports
Tehuacan Airport,Tehuacan,Mexico,TCN,MMHC,18.49720001220703,-97.4198989868164,5509,-6,S,America/Mexico_City,airport,OurAirports
General Ignacio P. Garcia International Airport,Hermosillo,Mexico,HMO,MMHO,29.095899581900003,-111.047996521,627,-7,S,America/Hermosillo,airport,OurAirports
Licenciado Miguel de la Madrid Airport,Colima,Mexico,CLQ,MMIA,19.277,-103.577002,2467,-6,S,America/Mexico_City,airport,OurAirports
Isla Mujeres Airport,Isla Mujeres,Mexico,ISJ,MMIM,21.2450008392334,-86.73999786376953,7,-5,S,America/Cancun,airport,OurAirports
Plan De Guadalupe International Airport,Saltillo,Mexico,SLW,MMIO,25.54949951171875,-100.9290008544922,4778,-6,S,America/Mexico_City,airport,OurAirports
Ixtepec Airport,Iztepec,Mexico,IZT,MMIT,16.449301,-95.093697,164,-6,S,America/Mexico_City,airport,OurAirports
Lázaro Cárdenas Airport,Lazard Cardenas,Mexico,LZC,MMLC,18.0016994476,-102.221000671,39,-6,S,America/Mexico_City,airport,OurAirports
Valle del Fuerte International Airport,Los Mochis,Mexico,LMM,MMLM,25.6851997375,-109.081001282,16,-7,S,America/Mazatlan,airport,OurAirports
Del Bajío International Airport,Del Bajio,Mexico,BJX,MMLO,20.9935,-101.481003,5956,-6,S,America/Mexico_City,airport,OurAirports
Manuel Márquez de León International Airport,La Paz,Mexico,LAP,MMLP,24.0727005005,-110.361999512,69,-7,S,America/Mazatlan,airport,OurAirports
Loreto International Airport,Loreto,Mexico,LTO,MMLT,25.989200592041016,-111.3479995727539,34,-7,S,America/Mazatlan,airport,OurAirports
General Servando Canales International Airport,Matamoros,Mexico,MAM,MMMA,25.7698993683,-97.5252990723,25,-6,S,America/Mexico_City,airport,OurAirports
Licenciado Manuel Crescencio Rejon Int Airport,Merida,Mexico,MID,MMMD,20.9370002747,-89.657699585,38,-6,S,America/Mexico_City,airport,OurAirports
General Rodolfo Sánchez Taboada International Airport,Mexicali,Mexico,MXL,MMML,32.6306,-115.241997,74,-8,S,America/Tijuana,airport,OurAirports
General Francisco J. Mujica International Airport,Morelia,Mexico,MLM,MMMM,19.849899292,-101.025001526,6033,-6,S,America/Mexico_City,airport,OurAirports
Minatitlán/Coatzacoalcos National Airport,Minatitlan,Mexico,MTT,MMMT,18.1033992767,-94.5807037354,36,-6,S,America/Mexico_City,airport,OurAirports
Monclova International Airport,Monclova,Mexico,LOV,MMMV,26.9557,-101.470001,1864,-6,S,America/Mexico_City,airport,OurAirports
Licenciado Benito Juarez International Airport,Mexico City,Mexico,MEX,MMMX,19.4363,-99.072098,7316,-6,S,America/Mexico_City,airport,OurAirports
General Mariano Escobedo International Airport,Monterrey,Mexico,MTY,MMMY,25.7784996033,-100.107002258,1278,-6,S,America/Mexico_City,airport,OurAirports
General Rafael Buelna International Airport,Mazatlan,Mexico,MZT,MMMZ,23.1613998413,-106.26599884,38,-7,S,America/Mazatlan,airport,OurAirports
Nogales International Airport,Nogales,Mexico,NOG,MMNG,31.22610092163086,-110.97599792480467,3990,-7,S,America/Hermosillo,airport,OurAirports
Quetzalcóatl International Airport,Nuevo Laredo,Mexico,NLD,MMNL,27.4438991547,-99.5705032349,484,-6,S,America/Mexico_City,airport,OurAirports
Xoxocotlán International Airport,Oaxaca,Mexico,OAX,MMOX,16.9999008179,-96.726600647,4989,-6,S,America/Mexico_City,airport,OurAirports
El Tajín National Airport,Poza Rico,Mexico,PAZ,MMPA,20.6026992798,-97.4608001709,497,-6,S,America/Mexico_City,airport,OurAirports
Hermanos Serdán International Airport,Puebla,Mexico,PBC,MMPB,19.1581001282,-98.3713989258,7361,-6,S,America/Mexico_City,airport,OurAirports
Mar de Cortés International Airport,Punta Penasco,Mexico,PPE,MMPE,31.351987,-113.305177,71,-7,S,America/Hermosillo,airport,OurAirports
Piedras Negras International Airport,Piedras Negras,Mexico,PDS,MMPG,28.627399,-100.535004,901,-6,S,America/Mexico_City,airport,OurAirports
Licenciado y General Ignacio Lopez Rayon Airport,Uruapan,Mexico,UPN,MMPN,19.396699905395508,-102.03900146484376,5258,-6,S,America/Mexico_City,airport,OurAirports
Licenciado Gustavo Díaz Ordaz International Airport,Puerto Vallarta,Mexico,PVR,MMPR,20.680099487304688,-105.25399780273438,23,-6,S,America/Mexico_City,airport,OurAirports
Puerto Escondido International Airport,Puerto Escondido,Mexico,PXM,MMPS,15.8769,-97.089103,294,-6,S,America/Mexico_City,airport,OurAirports
Querétaro Intercontinental Airport,Queretaro,Mexico,QRO,MMQT,20.6173,-100.185997,6296,-6,S,America/Mexico_City,airport,OurAirports
General Lucio Blanco International Airport,Reynosa,Mexico,REX,MMRX,26.0089,-98.2285,139,-6,S,America/Mexico_City,airport,OurAirports
Los Cabos International Airport,San Jose Del Cabo,Mexico,SJD,MMSD,23.15180015563965,-109.72100067138672,374,-7,S,America/Mazatlan,airport,OurAirports
San Felipe International Airport,San Filipe,Mexico,SFH,MMSF,30.930200576782,-114.80899810791,148,-8,S,America/Tijuana,airport,OurAirports
Ponciano Arriaga International Airport,San Luis Potosi,Mexico,SLP,MMSP,22.254299163800003,-100.930999756,6035,-6,S,America/Mexico_City,airport,OurAirports
Francisco Sarabia International Airport,Torreon,Mexico,TRC,MMTC,25.5683002472,-103.411003113,3688,-6,S,America/Mexico_City,airport,OurAirports
Angel Albino Corzo International Airport,Tuxtla Gutierrez,Mexico,TGZ,MMTG,16.5636005402,-93.0224990845,1499,-6,S,America/Mexico_City,airport,OurAirports
General Abelardo L. Rodríguez International Airport,Tijuana,Mexico,TIJ,MMTJ,32.541099548339844,-116.97000122070312,489,-8,S,America/Tijuana,airport,OurAirports
General Francisco Javier Mina International Airport,Tampico,Mexico,TAM,MMTM,22.2964000702,-97.8658981323,80,-6,S,America/Mexico_City,airport,OurAirports
Tamuin Airport,Tamuin,Mexico,TSL,MMTN,22.0383,-98.806502,164,-6,S,America/Mexico_City,airport,OurAirports
Licenciado Adolfo Lopez Mateos International Airport,Toluca,Mexico,TLC,MMTO,19.3370990753,-99.56600189210002,8466,-6,S,America/Mexico_City,airport,OurAirports
Tapachula International Airport,Tapachula,Mexico,TAP,MMTP,14.7943000793,-92.3700027466,97,-6,S,America/Mexico_City,airport,OurAirports
Cancún International Airport,Cancun,Mexico,CUN,MMUN,21.036500930800003,-86.8770980835,22,-5,S,America/Cancun,airport,OurAirports
Carlos Rovirosa Pérez International Airport,Villahermosa,Mexico,VSA,MMVA,17.996999740600586,-92.81739807128906,46,-6,S,America/Mexico_City,airport,OurAirports
General Heriberto Jara International Airport,Vera Cruz,Mexico,VER,MMVR,19.1459007263,-96.1873016357,90,-6,S,America/Mexico_City,airport,OurAirports
General Leobardo C. Ruiz International Airport,Zacatecas,Mexico,ZCL,MMZC,22.8971004486,-102.68699646,7141,-6,S,America/Mexico_City,airport,OurAirports
Ixtapa Zihuatanejo International Airport,Zihuatanejo,Mexico,ZIH,MMZH,17.601600647,-101.460998535,26,-6,S,America/Mexico_City,airport,OurAirports
Zamora Airport,Zamora,Mexico,ZMM,MMZM,20.045,-102.276001,5141,-6,S,America/Mexico_City,airport,OurAirports
Playa De Oro International Airport,Manzanillo,Mexico,ZLO,MMZO,19.1448001862,-104.558998108,30,-6,S,America/Mexico_City,airport,OurAirports
Bluefields Airport,Bluefields,Nicaragua,BEF,MNBL,11.991000175476074,-83.77410125732422,20,-6,U,America/Managua,airport,OurAirports
Augusto C. Sandino (Managua) International Airport,Managua,Nicaragua,MGA,MNMG,12.14150047302246,-86.16819763183594,194,-6,U,America/Managua,airport,OurAirports
Puerto Cabezas Airport,Puerto Cabezas,Nicaragua,PUZ,MNPC,14.047200202941896,-83.38670349121094,52,-6,U,America/Managua,airport,OurAirports
Bocas Del Toro International Airport,Bocas Del Toro,Panama,BOC,MPBO,9.340849876403809,-82.25080108642578,10,-5,U,America/Panama,airport,OurAirports
Cap Manuel Niño International Airport,Changuinola,Panama,CHX,MPCH,9.458962,-82.515062,19,-5,U,America/Panama,airport,OurAirports
Enrique Malek International Airport,David,Panama,DAV,MPDA,8.390999794006348,-82.43499755859375,89,-5,U,America/Panama,airport,OurAirports
Panama Pacific International Airport,Howard,Panama,BLB,MPHO,8.91479,-79.599602,52,-5,U,America/Panama,airport,OurAirports
Marcos A. Gelabert International Airport,Panama,Panama,PAC,MPMG,8.973340034484863,-79.55560302734375,31,-5,U,America/Panama,airport,OurAirports
Ruben Cantu Airport,Santiago,Panama,SYP,MPSA,8.085599899291992,-80.94529724121094,272,-5,U,America/Panama,airport,OurAirports
Tocumen International Airport,Panama City,Panama,PTY,MPTO,9.0713596344,-79.3834991455,135,-5,U,America/Panama,airport,OurAirports
Buenos Aires Airport,Buenos Aires,Costa Rica,BAI,MRBA,9.163949,-83.330171,1214,-6,U,America/Costa_Rica,airport,OurAirports
Coto 47 Airport,Coto 47,Costa Rica,OTR,MRCC,8.60155963897705,-82.96859741210938,26,-6,U,America/Costa_Rica,airport,OurAirports
Chacarita Airport,Chacarita,Costa Rica,JAP,MRCH,9.98141002655,-84.7726974487,7,-6,U,America/Costa_Rica,airport,OurAirports
Golfito Airport,Golfito,Costa Rica,GLF,MRGF,8.654009819030762,-83.18219757080078,49,-6,U,America/Costa_Rica,airport,OurAirports
Guapiles Airport,Guapiles,Costa Rica,GPL,MRGP,10.2172002792,-83.79699707030001,883,-6,U,America/Costa_Rica,airport,OurAirports
Daniel Oduber Quiros International Airport,Liberia,Costa Rica,LIR,MRLB,10.5933,-85.544403,270,-6,U,America/Costa_Rica,airport,OurAirports
Los Chiles Airport,Los Chiles,Costa Rica,LSL,MRLC,11.035300254821776,-84.70610046386719,131,-6,U,America/Costa_Rica,airport,OurAirports
Limon International Airport,Limon,Costa Rica,LIO,MRLM,9.95796012878418,-83.02200317382812,7,-6,U,America/Costa_Rica,airport,OurAirports
Nosara Airport,Nosara Beach,Costa Rica,NOB,MRNS,9.97649002075,-85.65299987790002,33,-6,U,America/Costa_Rica,airport,OurAirports
Juan Santamaria International Airport,San Jose,Costa Rica,SJO,MROC,9.993860244750977,-84.20880126953125,3021,-6,U,America/Costa_Rica,airport,OurAirports
Palmar Sur Airport,Palmar Sur,Costa Rica,PMZ,MRPM,8.951029777526855,-83.46859741210938,49,-6,U,America/Costa_Rica,airport,OurAirports
Quepos Managua Airport,Quepos,Costa Rica,XQP,MRQP,9.443160057067873,-84.12979888916016,85,-6,U,America/Costa_Rica,airport,OurAirports
San Vito De Java Airport,San Vito De Jaba,Costa Rica,TOO,MRSV,8.826109886169434,-82.95890045166016,3228,-6,U,America/Costa_Rica,airport,OurAirports
Monseñor Óscar Arnulfo Romero International Airport,San Salvador,El Salvador,SAL,MSLP,13.4409,-89.055702,101,-6,U,America/El_Salvador,airport,OurAirports
Les Cayes Airport,Cayes,Haiti,CYA,MTCA,18.27109909057617,-73.78829956054688,203,-5,U,America/Port-au-Prince,airport,OurAirports
Cap Haitien International Airport,Cap Haitien,Haiti,CAP,MTCH,19.733,-72.194702,10,-5,U,America/Port-au-Prince,airport,OurAirports
Jacmel Airport,Jacmel,Haiti,JAK,MTJA,18.241100311279297,-72.51850128173828,167,-5,U,America/Port-au-Prince,airport,OurAirports
Toussaint Louverture International Airport,Port-au-prince,Haiti,PAP,MTPP,18.57999992370605,-72.2925033569336,122,-5,U,America/Port-au-Prince,airport,OurAirports
Gustavo Rizo Airport,Baracoa Playa,Cuba,BCA,MUBA,20.36529922485352,-74.5062026977539,26,-5,U,America/Havana,airport,OurAirports
Carlos Manuel de Cespedes Airport,Bayamo,Cuba,BYM,MUBY,20.39640045166016,-76.62139892578125,203,-5,U,America/Havana,airport,OurAirports
Maximo Gomez Airport,Ciego De Avila,Cuba,AVI,MUCA,22.027099609375,-78.78959655761719,335,-5,U,America/Havana,airport,OurAirports
Jardines Del Rey Airport,Cunagua,Cuba,CCC,MUCC,22.4610004425,-78.32839965820001,13,-5,U,America/Havana,airport,OurAirports
Jaime Gonzalez Airport,Cienfuegos,Cuba,CFG,MUCF,22.149999618530277,-80.41419982910156,102,-5,U,America/Havana,airport,OurAirports
Vilo Acuña International Airport,Cayo Largo del Sur,Cuba,CYO,MUCL,21.6165008545,-81.5459976196,10,-5,U,America/Havana,airport,OurAirports
Ignacio Agramonte International Airport,Camaguey,Cuba,CMW,MUCM,21.420299530029297,-77.84750366210938,413,-5,U,America/Havana,airport,OurAirports
Antonio Maceo International Airport,Santiago De Cuba,Cuba,SCU,MUCU,19.96980094909668,-75.83540344238281,249,-5,U,America/Havana,airport,OurAirports
Leeward Point Field,Guantanamo,Cuba,NBW,MUGM,19.906499862671,-75.207099914551,56,-5,U,\N,airport,OurAirports
Mariana Grajales Airport,Guantanamo,Cuba,GAO,MUGT,20.08530044555664,-75.1583023071289,56,-5,U,America/Havana,airport,OurAirports
José Martí International Airport,Havana,Cuba,HAV,MUHA,22.989200592041016,-82.40910339355469,210,-5,U,America/Havana,airport,OurAirports
Frank Pais International Airport,Holguin,Cuba,HOG,MUHG,20.785600662231445,-76.31510162353516,361,-5,U,America/Havana,airport,OurAirports
La Coloma Airport,La Coloma,Cuba,LCL,MULM,22.33609962463379,-83.64189910888672,131,-5,U,America/Havana,airport,OurAirports
Orestes Acosta Airport,Moa,Cuba,MOA,MUMO,20.65390014648437,-74.92220306396484,16,-5,U,America/Havana,airport,OurAirports
Sierra Maestra Airport,Manzanillo,Cuba,MZO,MUMZ,20.28809928894043,-77.08920288085938,112,-5,U,America/Havana,airport,OurAirports
Rafael Cabrera Airport,Nueva Gerona,Cuba,GER,MUNG,21.834699630737305,-82.78379821777344,79,-5,U,America/Havana,airport,OurAirports
Playa Baracoa Airport,Baracoa Playa,Cuba,UPB,MUPB,23.0328006744,-82.5793991089,102,-5,U,America/Havana,airport,OurAirports
Pinar Del Rio Airport,Pinar Del Rio Norte,Cuba,QPD,MUPR,22.42140007019043,-83.67839813232422,131,-5,U,America/Havana,airport,OurAirports
Abel Santamaria Airport,Santa Clara,Cuba,SNU,MUSC,22.49220085144043,-79.943603515625,338,-5,U,America/Havana,airport,OurAirports
Siguanea Airport,Siguanea,Cuba,SZJ,MUSN,21.64249992370605,-82.9551010131836,39,-5,U,America/Havana,airport,OurAirports
Sancti Spiritus Airport,Sancti Spiritus,Cuba,USS,MUSS,21.9704,-79.442703,295,-5,U,America/Havana,airport,OurAirports
Juan Gualberto Gomez International Airport,Varadero,Cuba,VRA,MUVR,23.034400939941406,-81.435302734375,210,-5,U,America/Havana,airport,OurAirports
Hermanos Ameijeiras Airport,Las Tunas,Cuba,VTU,MUVT,20.98760032653809,-76.93579864501953,328,-5,U,America/Havana,airport,OurAirports
Gerrard Smith International Airport,Cayman Brac,Cayman Islands,CYB,MWCB,19.687000274658203,-79.88279724121094,8,-5,N,America/Cayman,airport,OurAirports
Owen Roberts International Airport,Georgetown,Cayman Islands,GCM,MWCR,19.2928009033,-81.3576965332,8,-5,N,America/Cayman,airport,OurAirports
Clarence A. Bain Airport,Clarence Bain,Bahamas,MAY,MYAB,24.28770065307617,-77.68460083007812,19,-5,U,America/Nassau,airport,OurAirports
Andros Town Airport,Andros Town,Bahamas,ASD,MYAF,24.697900772094727,-77.79560089111328,5,-5,U,America/Nassau,airport,OurAirports
Leonard M Thompson International Airport,Marsh Harbor,Bahamas,MHH,MYAM,26.5114,-77.083503,6,-5,U,America/Nassau,airport,OurAirports
San Andros Airport,San Andros,Bahamas,SAQ,MYAN,25.053800582885746,-78.04900360107422,5,-5,U,America/Nassau,airport,OurAirports
Spring Point Airport,Spring Point,Bahamas,AXP,MYAP,22.441799163800003,-73.97090148930002,11,-5,U,America/Nassau,airport,OurAirports
Treasure Cay Airport,Treasure Cay,Bahamas,TCB,MYAT,26.745300293,-77.3912963867,8,-5,U,America/Nassau,airport,OurAirports
Chub Cay Airport,Chub Cay,Bahamas,CCZ,MYBC,25.41710090637207,-77.88089752197266,5,-5,U,America/Nassau,airport,OurAirports
